Molecule,=O,O,C,N,-O,=N,=N-O,-C(=O)H,-C#CH,-C#N,-OEt,-OMe,-N,-C(=O)N,-X,F,-CF3,=NCH3,-cPropyl,-tBu,-C(=O)OMe,-C(=O)O,-NC(=O)CH3,U0,U,H,G,Cv
CCC(O)C1NC1C,0.0,1.0,6,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-366.241619,-366.231842,-366.230898,-366.276462,35.286
CCC(O)C1OC1C,0.0,2.0,6,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-386.124825,-386.115165,-386.11422,-386.159562,34.557
CN1CC1C(O)CO,0.0,2.0,5,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-402.153125,-402.144056,-402.143111,-402.186853,33.128
COC(C)C1CC1C,0.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-350.187024,-350.177226,-350.176282,-350.221669,35.574
COC(C)C1CC1O,0.0,2.0,6,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-386.112465,-386.103292,-386.102348,-386.146259,33.816
COC(C)C1CN1C,0.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-366.21808,-366.208449,-366.207505,-366.252518,34.577
COC(C)C1NC1C,0.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-366.226129,-366.216464,-366.215519,-366.261079,34.641
COC(C)C1OC1C,0.0,2.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-386.109963,-386.100404,-386.09946,-386.144461,33.944
OCC(O)C1CC1O,0.0,3.0,5,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-422.048222,-422.039459,-422.038515,-422.081534,32.582
CC#CCC1CC1C,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-311.838514,-311.828694,-311.82775,-311.874994,34.18
CC#CCC1CC1O,0.0,1.0,7,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-347.76157,-347.752104,-347.75116,-347.797693,32.855
CC#CCC1CN1C,0.0,0.0,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-327.870188,-327.860578,-327.859634,-327.906536,33.149
CC#CCC1NC1C,0.0,0.0,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-327.882194,-327.87248,-327.871535,-327.919003,33.354
CC#CCC1OC1C,0.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-347.76536,-347.755727,-347.754782,-347.80182,32.648
CC#CCN1CC1C,0.0,0.0,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-327.869882,-327.860346,-327.859402,-327.905401,33.23
CC1CC1C#CC#C,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-309.409234,-309.400719,-309.399774,-309.442354,31.304
CC1CC1C#CC#N,0.0,0.0,7,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-325.510648,-325.502548,-325.501604,-325.543618,28.93
CC1NC1C#CC#C,0.0,0.0,7,1.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-325.447602,-325.439261,-325.438317,-325.480604,30.363
CC1NC1C#CC#N,0.0,0.0,6,2.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-341.547969,-341.540015,-341.539071,-341.580846,28.071
CC1OC1C#CC#C,0.0,1.0,7,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-345.329797,-345.321508,-345.320564,-345.362809,29.693
CC1OC1C#CC#N,0.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-361.428584,-361.420699,-361.419755,-361.461447,27.371
CN1CC1C#CC#C,0.0,0.0,7,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-325.438372,-325.430045,-325.429101,-325.471276,30.265
CN1CC1C#CC#N,0.0,0.0,6,2.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-341.538287,-341.530378,-341.529434,-341.571023,27.913
OC1CC1C#CC#C,0.0,1.0,7,0.0,11.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-345.330384,-345.322117,-345.321172,-345.363332,30.07
OC1CC1C#CC#N,0.0,1.0,6,1.0,11.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-361.429889,-361.42184,-361.420896,-361.463051,28.005
CC1CC1C#CC=O,10.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-346.576163,-346.567482,-346.566538,-346.610358,29.973
CC1NC1C#CC=O,13.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-362.614015,-362.605452,-362.604508,-362.64826,29.125
CC1OC1C#CC=O,13.0,2.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-382.49532,-382.486848,-382.485904,-382.529524,28.405
CN1CC1C#CC=O,12.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-362.604547,-362.596052,-362.595108,-362.638519,28.948
OC1CC1C#CC=O,6.0,2.0,6,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-382.497097,-382.488726,-382.487782,-382.531026,28.679
CC1CC1CCC#C,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-311.828766,-311.819472,-311.818528,-311.863133,34.049
CC1CC1CCC#N,0.0,0.0,7,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-327.937877,-327.928981,-327.928036,-327.972019,31.889
CC1CC1NCC#N,0.0,0.0,6,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-343.969785,-343.960992,-343.960048,-344.003897,31.382
CC1CC1OCC#C,0.0,1.0,7,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-347.74075,-347.731861,-347.730917,-347.774687,32.329
CC1CC1OCC#N,0.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-363.847715,-363.839187,-363.838242,-363.881454,30.295
CC1CN1CCC#C,0.0,0.0,7,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-327.863488,-327.854374,-327.85343,-327.897631,33.096
CC1CN1CCC#N,0.0,0.0,6,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-343.972321,-343.963579,-343.962635,-344.006301,30.988
CC1NC1CCC#N,0.0,0.0,6,2.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-343.981892,-343.973134,-343.97219,-344.016049,31.003
CC1OC1CCC#C,0.0,1.0,7,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-347.756394,-347.747291,-347.746346,-347.790884,32.464
CC1OC1CCC#N,0.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-363.864925,-363.85624,-363.855296,-363.899102,30.302
CN1CC1CCC#C,0.0,0.0,7,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-327.859673,-327.850626,-327.849682,-327.893731,33.01
CN1CC1CCC#N,0.0,0.0,6,2.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-343.968181,-343.959511,-343.958567,-344.002075,30.888
OC1CC1CCC#C,0.0,1.0,7,0.0,11.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-347.751218,-347.742279,-347.741335,-347.785189,32.733
OC1CC1CCC#N,0.0,1.0,6,1.0,11.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-363.860407,-363.851868,-363.850923,-363.894165,30.562
OC1CC1NCC#N,0.0,1.0,5,2.0,12.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-379.893369,-379.884999,-379.884055,-379.926916,29.929
OC1CC1OCC#C,0.0,2.0,6,0.0,12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-383.661557,-383.653001,-383.652057,-383.695376,31.04
OC1CC1OCC#N,0.0,2.0,5,1.0,12.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-399.767244,-399.759001,-399.758057,-399.800781,29.108
CC1CC1CCC=O,10.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-349.006213,-348.996896,-348.995952,-349.041367,32.831
CC1CC1CNC=O,10.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-365.078913,-365.069912,-365.068967,-365.113746,31.895
CC1CC1COC=O,10.0,2.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-384.950015,-384.941232,-384.940288,-384.984503,30.764
CC1CC1OCC=O,10.0,2.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-384.921426,-384.912392,-384.911447,-384.956231,31.394
CC1CN1CCC=O,10.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-365.040203,-365.03106,-365.030116,-365.075166,31.909
CC1NC1CNC=O,13.0,1.0,5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-381.123602,-381.114802,-381.113858,-381.158302,30.887
CC1NC1COC=O,13.0,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-400.994159,-400.985605,-400.98466,-401.028162,29.85
CC1OC1CCC=O,13.0,2.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-384.933736,-384.924656,-384.923711,-384.96881,31.208
CC1OC1CNC=O,13.0,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-401.00645,-400.997713,-400.996768,-401.041141,30.237
CC1OC1COC=N,0.0,2.0,5,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-400.972445,-400.963738,-400.962794,-401.006685,30.228
CC1OC1COC=O,13.0,3.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-420.875574,-420.867037,-420.866093,-420.909711,29.234
CN1CC1CCC=O,12.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-365.036974,-365.027947,-365.027003,-365.071655,31.771
CN1CC1CNC=O,12.0,1.0,5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-381.109629,-381.10086,-381.099915,-381.143979,30.9
CN1CC1COC=O,12.0,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-400.979841,-400.971228,-400.970284,-401.014398,29.74
OC1CC1CCC=O,6.0,2.0,6,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-384.928799,-384.919869,-384.918924,-384.963471,31.486
OC1CC1CNC=O,6.0,2.0,5,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-401.001307,-400.992637,-400.991693,-401.036131,30.59
OC1CC1COC=N,0.0,2.0,5,1.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-400.968902,-400.960057,-400.959113,-401.004085,30.559
OC1CC1COC=O,6.0,3.0,5,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-420.872854,-420.864397,-420.863453,-420.90718,29.398
OC1CC1OCC=O,6.0,3.0,5,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-420.841227,-420.832556,-420.831612,-420.875732,30.052
CN=COC1CC1C,0.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,-365.043783,-365.034569,-365.033624,-365.078348,32.462
CN=COC1CC1O,0.0,2.0,5,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,-400.963397,-400.95454,-400.953596,-400.997811,31.19
CC1CC1C#CCO,0.0,1.0,7,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-347.760782,-347.751514,-347.75057,-347.795947,32.588
CC1NC1C#CCO,0.0,1.0,6,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-363.799885,-363.790738,-363.789793,-363.835206,31.733
CC1OC1C#CCO,0.0,2.0,6,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-383.682684,-383.673655,-383.672711,-383.717822,30.973
CCC#CC1CC1C,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-311.842462,-311.832947,-311.832002,-311.877843,33.913
CCC#CC1CC1O,0.0,1.0,7,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-347.764908,-347.755656,-347.754712,-347.799734,32.728
CCC#CC1CN1C,0.0,0.0,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-327.872951,-327.863581,-327.862637,-327.908244,32.921
CCC#CC1NC1C,0.0,0.0,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-327.882316,-327.872924,-327.87198,-327.917683,33.062
CCC#CC1OC1C,0.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-347.765723,-347.756424,-347.75548,-347.800943,32.347
CN1CC1C#CCO,0.0,1.0,6,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-363.7906,-363.781507,-363.780563,-363.825674,31.569
OCC#CC1CC1O,0.0,2.0,6,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-383.682503,-383.673457,-383.672513,-383.717613,31.425
COC=NC1CC1C,0.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-365.044874,-365.035534,-365.03459,-365.079718,32.565
COC=NC1CC1O,0.0,2.0,5,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-400.968211,-400.959329,-400.958384,-401.002779,31.024
CC1CC1CCCO,0.0,1.0,7,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-350.19174,-350.181877,-350.180933,-350.227086,35.322
CC1CC1OCCO,0.0,2.0,6,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-386.113469,-386.104276,-386.103332,-386.147899,33.278
CC1CN1CCCO,0.0,1.0,6,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-366.225767,-366.216053,-366.215109,-366.260994,34.4
CC1OC1CCCO,0.0,2.0,6,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-386.11956,-386.109929,-386.108985,-386.154798,33.734
CCCCC1CC1C,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-314.271811,-314.261755,-314.260811,-314.307236,36.586
CCCCC1CC1O,0.0,1.0,7,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-350.194524,-350.184774,-350.183829,-350.229787,35.313
CCCCC1CN1C,0.0,0.0,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-330.303164,-330.293379,-330.292435,-330.338153,35.532
CCCCC1OC1C,0.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-350.199923,-350.190089,-350.189144,-350.235336,34.991
CCCCN1CC1C,0.0,0.0,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-330.306366,-330.296452,-330.295508,-330.341754,35.66
CCCOC1CC1C,0.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-350.191045,-350.181244,-350.1803,-350.226299,35.041
CCCOC1CC1O,0.0,2.0,6,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-386.111635,-386.102346,-386.101402,-386.146251,33.533
CCOCC1CC1C,0.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-350.189228,-350.179429,-350.178485,-350.224528,34.886
CCOCC1CC1O,0.0,2.0,6,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-386.112068,-386.102552,-386.101608,-386.147336,33.624
CCOCC1CN1C,0.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-366.221243,-366.211665,-366.210721,-366.256288,33.835
CCOCC1NC1C,0.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-366.232454,-366.222755,-366.221811,-366.267714,34.092
CCOCC1OC1C,0.0,2.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-386.115427,-386.105795,-386.104851,-386.150751,33.397
CN1CC1CCCO,0.0,1.0,6,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-366.222988,-366.213391,-366.212447,-366.257898,34.287
COCCC1CC1C,0.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-350.184973,-350.175127,-350.174183,-350.220366,34.822
COCCC1CC1O,0.0,2.0,6,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-386.107379,-386.097865,-386.096921,-386.142449,33.535
COCCC1CN1C,0.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-366.216095,-366.20653,-366.205586,-366.250992,33.777
COCCC1OC1C,0.0,2.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-386.112629,-386.103031,-386.102087,-386.147921,33.211
COCCN1CC1C,0.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-366.218734,-366.209078,-366.208134,-366.253859,33.869
OCCCC1CC1O,0.0,2.0,6,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-386.114539,-386.105002,-386.104058,-386.149623,34.037
OCCOC1CC1O,0.0,3.0,5,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-422.035359,-422.027019,-422.026075,-422.068212,31.085
CC(=O)C1CC1C#C,0.0,1.0,7,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-346.580553,-346.572026,-346.571082,-346.613889,30.842
CC(=O)C1CC1C#N,0.0,1.0,6,1.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-362.687093,-362.678941,-362.677997,-362.720276,28.702
