index,smiles,mu,alpha,homo,lumo,gap,r2,zpve,U0,U,H,G,Cv
11677,H,1.5555,72.15,-0.2392,0.0818,0.3209,952.5836,0.165238,-364.97833,-364.97025,-364.9693,-365.01086,30.206
11678,H,1.8663,67.78,-0.2477,0.0649,0.3125,945.6611,0.153752,-384.8792,-384.87134,-384.8704,-384.9114,30.104
11679,H,1.3991,60.64,-0.257,0.064,0.3211,876.8573,0.129919,-420.80054,-420.7932,-420.79227,-420.83212,28.208
11680,H,4.2727,65.87,-0.2716,-0.0282,0.2434,885.4323,0.096226,-357.6089,-357.60223,-357.6013,-357.63977,24.934
11681,H,2.5434,68.31,-0.2566,-0.0059,0.2507,885.7712,0.094402,-361.39545,-361.3886,-361.38766,-361.42633,26.212
11682,H,2.8013,62.48,-0.2885,-0.0288,0.2597,860.4213,0.084038,-377.49698,-377.49054,-377.4896,-377.5277,24.139
11683,H,2.7576,70.7,-0.2478,-0.0228,0.225,923.5125,0.10581,-345.36212,-345.35504,-345.3541,-345.39334,27.187
11684,H,2.5795,64.68,-0.2684,-0.0426,0.2258,898.4037,0.095664,-361.46698,-361.4603,-361.45935,-361.498,24.972
11685,H,3.6411,66.34,-0.2554,-0.0245,0.2309,889.1917,0.094121,-361.4062,-361.39926,-361.39832,-361.43726,26.289
11686,H,3.3901,60.55,-0.2782,-0.0452,0.2329,864.0529,0.083823,-377.50858,-377.502,-377.50107,-377.53943,24.174
11687,H,3.2878,67.26,-0.2403,-0.0312,0.2092,907.9661,0.094124,-361.395,-361.388,-361.38705,-361.42618,26.511
11688,H,1.1247,61.43,-0.2667,-0.0512,0.2155,882.4458,0.083829,-377.49774,-377.49112,-377.49017,-377.5287,24.383
11689,H,2.6988,63.12,-0.2511,-0.0418,0.2093,895.6748,0.081275,-381.27356,-381.26666,-381.26572,-381.3047,25.724
11690,H,1.2766,57.42,-0.2758,-0.0629,0.2129,870.4537,0.070916,-397.37442,-397.3679,-397.36694,-397.40533,23.678
11691,H,3.4182,66.5,-0.2462,-0.0087,0.2374,898.3426,0.094787,-361.41837,-361.4115,-361.41055,-361.44925,26.338
11692,H,4.1488,62.63,-0.2651,-0.0181,0.247,864.8396,0.082404,-381.29825,-381.2916,-381.29065,-381.32907,25.141
11693,H,3.804,57.0,-0.3031,-0.0415,0.2616,839.9038,0.072025,-397.3987,-397.3924,-397.39145,-397.42935,23.093
11694,H,3.3457,62.28,-0.2669,-0.0482,0.2187,864.9625,0.094604,-398.57343,-398.56668,-398.56573,-398.6046,24.912
11695,H,1.8882,60.67,-0.2586,-0.0593,0.1993,886.3872,0.094662,-398.57925,-398.5724,-398.57144,-398.61063,24.986
11696,H,2.1449,57.3,-0.2646,-0.0699,0.1946,890.5882,0.081327,-418.44867,-418.44177,-418.44083,-418.4802,24.524
11697,H,3.2371,64.51,-0.2576,-0.0494,0.2082,903.7291,0.106066,-382.54227,-382.53528,-382.53433,-382.57373,25.824
11698,H,3.4319,60.91,-0.2577,-0.0478,0.2099,861.0392,0.094411,-398.59604,-398.58896,-398.588,-398.6276,25.663
11699,H,5.0097,56.85,-0.277,-0.0563,0.2207,844.6212,0.08256,-418.4754,-418.4688,-418.46786,-418.5065,23.878
11700,H,3.1151,60.0,-0.2656,-0.0569,0.2087,873.069,0.094281,-398.5855,-398.57864,-398.5777,-398.6169,25.055
11701,H,0.9197,80.16,-0.2289,0.0419,0.2708,1038.7278,0.152894,-310.6141,-310.60617,-310.60522,-310.64587,30.902
11702,H,4.4868,74.14,-0.268,0.021,0.289,1010.4648,0.142928,-326.7221,-326.7146,-326.71365,-326.7537,28.586
11703,H,1.7027,76.4,-0.2309,0.0226,0.2536,998.5569,0.141179,-326.65048,-326.64273,-326.64178,-326.68213,30.031
11704,H,4.8118,70.44,-0.2582,0.0008,0.259,971.1716,0.131028,-342.7561,-342.74872,-342.74777,-342.78754,27.842
11705,H,1.3078,77.1,-0.222,0.0323,0.2543,1014.1136,0.141521,-326.65347,-326.6457,-326.64474,-326.68512,30.058
11706,H,3.5878,71.21,-0.252,0.0105,0.2625,986.2946,0.131365,-342.75916,-342.75177,-342.75082,-342.79065,27.85
11707,H,1.867,72.88,-0.2431,0.0202,0.2633,996.2939,0.128606,-346.53528,-346.52762,-346.52667,-346.5669,29.298
11708,H,4.4088,67.1,-0.2777,-0.0031,0.2746,969.2704,0.118354,-362.63922,-362.6319,-362.63095,-362.67065,27.19
11709,H,4.0089,70.99,-0.2362,0.0081,0.2443,975.81,0.131223,-342.75513,-342.74774,-342.7468,-342.78662,28.062
11710,H,1.877,73.14,-0.2292,0.0198,0.249,973.2417,0.128606,-346.53094,-346.5233,-346.52234,-346.56247,29.371
11711,H,4.8405,67.22,-0.2595,-0.0032,0.2563,946.2386,0.118405,-362.63553,-362.62827,-362.62732,-362.6669,27.217
11712,H,4.4932,71.41,-0.2316,0.0164,0.248,973.0062,0.130945,-342.75122,-342.7438,-342.74286,-342.7827,27.73
11713,H,1.3321,72.71,-0.2334,0.0376,0.271,980.5819,0.129444,-346.53928,-346.53165,-346.5307,-346.5709,29.569
11714,H,4.2367,66.88,-0.2715,0.017,0.2885,952.0751,0.119387,-362.6469,-362.63965,-362.6387,-362.6783,27.303
11715,H,2.0964,69.11,-0.2339,0.0244,0.2583,952.8523,0.118467,-362.58093,-362.57364,-362.5727,-362.6122,28.309
11716,H,2.0725,63.49,-0.2634,0.0022,0.2656,926.4887,0.108207,-378.6856,-378.67868,-378.67773,-378.71674,26.177
11717,H,1.6968,65.07,-0.2502,0.0115,0.2617,937.7642,0.105386,-382.46063,-382.4534,-382.45245,-382.49194,27.687
11718,H,2.6975,59.55,-0.2783,-0.0121,0.2661,912.1625,0.095055,-398.56348,-398.55658,-398.55563,-398.59464,25.631
11719,H,3.2302,74.36,-0.2429,-0.0163,0.2266,1022.4836,0.153254,-347.79614,-347.78836,-347.7874,-347.82816,29.452
11720,H,3.0019,70.25,-0.2443,-0.0306,0.2137,985.9275,0.14144,-363.83163,-363.8239,-363.82297,-363.86353,28.729
11721,H,2.8554,71.82,-0.2451,-0.0276,0.2175,1001.9934,0.14171,-363.83435,-363.8267,-363.82574,-363.86624,28.663
11722,H,2.7448,67.13,-0.2589,-0.0383,0.2205,985.6476,0.128766,-383.7162,-383.70856,-383.7076,-383.74814,28.068
11723,H,4.3453,67.51,-0.2453,-0.0262,0.2191,957.4259,0.128857,-383.71063,-383.7031,-383.70215,-383.74243,28.032
11724,H,3.3943,71.32,-0.2222,-0.0215,0.2007,984.6133,0.141321,-363.82504,-363.81732,-363.8164,-363.85696,28.594
11725,H,2.3161,66.93,-0.2463,-0.0203,0.226,964.5639,0.129755,-383.72107,-383.71353,-383.7126,-383.7529,28.16
11726,H,2.4485,63.87,-0.2565,-0.036,0.2204,943.8627,0.118562,-399.76077,-399.75357,-399.75262,-399.7923,27.037
11727,H,1.4539,59.43,-0.2659,-0.0463,0.2196,929.5096,0.105553,-419.6407,-419.63348,-419.63254,-419.67233,26.501
11728,H,2.6728,69.69,-0.2406,-0.0193,0.2213,1026.024,0.141954,-363.84558,-363.8379,-363.83694,-363.87784,28.78
11729,H,3.3004,65.7,-0.2427,-0.0262,0.2164,1010.2301,0.128671,-383.72232,-383.7146,-383.71365,-383.75467,28.409
11730,H,3.08,70.7,-0.2567,0.0226,0.2793,993.1362,0.141857,-363.8438,-363.83615,-363.83524,-363.87582,28.866
11731,H,3.5535,73.17,-0.2376,-0.0049,0.2327,1048.0338,0.153201,-347.80508,-347.7972,-347.79626,-347.8374,29.715
11732,H,3.9992,69.22,-0.2432,0.0116,0.2547,1012.0538,0.142245,-363.8646,-363.85693,-363.856,-363.89664,28.899
11733,H,4.4198,65.3,-0.2722,0.0044,0.2766,971.606,0.129858,-383.74762,-383.74014,-383.7392,-383.77957,27.823
11734,H,4.2073,68.8,-0.2453,-0.0079,0.2374,1014.3291,0.141561,-363.85275,-363.845,-363.84406,-363.88498,28.88
11735,H,3.7066,66.25,-0.2421,-0.0107,0.2314,974.572,0.129074,-383.71542,-383.70776,-383.70685,-383.7476,28.21
11736,H,1.6723,62.33,-0.247,-0.0259,0.2211,976.1805,0.118769,-399.76575,-399.75833,-399.7574,-399.79785,27.299
11737,H,2.1537,58.48,-0.2501,-0.0327,0.2174,959.4934,0.105457,-419.6417,-419.6343,-419.63336,-419.6738,26.927
11738,H,1.3817,63.4,-0.2642,0.0147,0.2789,943.357,0.118579,-399.76294,-399.75558,-399.75464,-399.79483,27.417
11739,H,3.1957,65.9,-0.2439,-0.012,0.2319,996.8107,0.129942,-383.725,-383.71744,-383.7165,-383.7571,28.312
11740,H,4.2378,61.78,-0.247,0.0072,0.2543,954.6412,0.118911,-399.78305,-399.77567,-399.77472,-399.8148,27.57
11741,H,2.9506,58.13,-0.2826,-0.0037,0.2789,921.346,0.1066,-419.6667,-419.65952,-419.65857,-419.69846,26.355
11742,H,3.5881,61.63,-0.2521,-0.0145,0.2375,962.4948,0.118244,-399.77142,-399.76398,-399.76303,-399.8035,27.504
11743,H,1.5295,75.61,-0.2494,0.0727,0.322,1106.5298,0.176694,-348.9735,-348.96503,-348.96408,-349.0063,32.091
11744,H,2.5829,71.19,-0.2354,0.0786,0.314,1017.0303,0.165894,-365.0181,-365.01013,-365.0092,-365.05008,30.616
11745,H,2.9338,72.46,-0.2235,0.0641,0.2876,1077.3217,0.165223,-365.01346,-365.0051,-365.00418,-365.04617,31.331
11746,H,1.8475,67.89,-0.2556,0.0716,0.3272,1049.3326,0.152766,-384.9022,-384.894,-384.89307,-384.9348,30.446
11747,H,1.1935,67.9,-0.2327,0.0689,0.3016,1040.0837,0.152686,-384.89554,-384.88736,-384.8864,-384.92804,30.624
11748,H,1.7526,75.2,-0.2432,0.0854,0.3285,1101.1008,0.175858,-348.98178,-348.97327,-348.97232,-349.01462,31.988
11749,H,2.6167,71.61,-0.2448,0.0696,0.3144,1068.795,0.165474,-365.02466,-365.0164,-365.01544,-365.0573,31.138
11750,H,2.2244,67.61,-0.2466,0.0781,0.3248,1040.0894,0.152753,-384.908,-384.89993,-384.89902,-384.9405,30.336
11751,H,0.3028,82.42,-0.2415,0.089,0.3305,1159.1663,0.200154,-313.0541,-313.0454,-313.04446,-313.08698,33.384
11752,H,1.4387,75.46,-0.227,0.0851,0.3121,1075.691,0.175939,-348.97708,-348.96863,-348.96768,-349.00977,32.007
11753,H,1.4485,75.26,-0.2444,0.0776,0.322,1099.9882,0.176687,-348.9798,-348.97137,-348.97046,-349.0125,32.09
11754,H,0.8562,75.46,-0.2392,0.0932,0.3324,1077.5623,0.176172,-348.96704,-348.95862,-348.95767,-348.9997,31.842
11755,H,1.5926,68.32,-0.2389,0.0753,0.3142,1018.1785,0.152683,-384.89227,-384.8841,-384.88315,-384.92474,30.544
11756,H,1.6905,72.55,-0.2042,0.091,0.2952,1041.1077,0.164193,-364.99643,-364.9881,-364.98715,-365.02905,31.006
11757,H,2.2965,64.23,-0.249,0.0642,0.3132,1016.0528,0.14242,-400.94598,-400.93808,-400.93713,-400.9785,29.574
11758,H,1.3048,60.41,-0.2552,0.0643,0.3196,989.4902,0.129592,-420.82788,-420.82016,-420.8192,-420.86017,28.844
11759,H,0.8864,68.0,-0.2486,0.0713,0.3199,1047.698,0.153519,-384.90103,-384.8929,-384.89197,-384.9335,30.662
11760,H,0.7203,75.7,-0.2307,0.0087,0.2394,844.8418,0.131162,-309.40057,-309.39404,-309.3931,-309.43082,26.983
11761,H,1.8664,67.85,-0.2416,-0.0072,0.2344,800.0709,0.106641,-345.31393,-345.30756,-345.30664,-345.3441,25.708
11762,H,4.2865,69.98,-0.2507,-0.0094,0.2413,818.4116,0.121032,-325.5083,-325.50214,-325.5012,-325.53836,24.81
11763,H,4.2835,66.32,-0.2536,-0.0165,0.2371,793.9377,0.10931,-341.53745,-341.5314,-341.53046,-341.56747,24.16
11764,H,4.6716,62.28,-0.2632,-0.0272,0.236,774.7228,0.096316,-361.4179,-361.4119,-361.41095,-361.4479,23.658
11765,H,0.7728,78.15,-0.2521,0.049,0.3011,896.4829,0.15565,-310.6322,-310.62537,-310.62442,-310.66278,28.134
11766,H,1.8939,71.12,-0.2386,0.0344,0.273,844.6848,0.131161,-346.54526,-346.53867,-346.53772,-346.57565,26.719
11767,H,1.2238,70.81,-0.2442,0.0394,0.2836,852.4408,0.131371,-346.54727,-346.54068,-346.53973,-346.57773,26.734
11768,H,1.7753,70.68,-0.2483,0.0215,0.2698,850.505,0.131156,-346.5502,-346.54352,-346.54257,-346.58072,26.892
11769,H,4.33,72.45,-0.3017,0.0288,0.3305,869.8037,0.145558,-326.74045,-326.734,-326.73306,-326.77084,25.961
11770,H,4.5987,68.97,-0.2431,0.0226,0.2657,841.1648,0.133952,-342.77313,-342.76678,-342.76584,-342.80344,25.379
11771,H,5.0171,65.55,-0.2639,0.0133,0.2772,818.7848,0.120903,-362.65054,-362.6443,-362.64334,-362.68076,24.666
11772,H,3.0254,65.34,-0.2629,0.018,0.2809,826.2663,0.121199,-362.65378,-362.64755,-362.6466,-362.68405,24.597
11773,H,4.6976,68.77,-0.2631,0.014,0.2772,845.5057,0.133989,-342.77716,-342.7708,-342.76987,-342.8075,25.298
11774,H,4.665,65.09,-0.2727,-0.0008,0.2718,824.9496,0.120858,-362.65482,-362.64847,-362.64752,-362.68515,24.849
11775,H,3.111,68.81,-0.2512,0.0182,0.2695,847.2237,0.134035,-342.76587,-342.75955,-342.75864,-342.79617,25.04
11776,H,2.7034,69.56,-0.2392,-0.0253,0.2139,832.4872,0.131186,-346.57614,-346.56958,-346.56863,-346.607,25.757
11777,H,3.2639,65.9,-0.2372,-0.0343,0.2029,803.4407,0.119577,-362.60797,-362.60153,-362.6006,-362.63858,25.055
11778,H,4.13,62.14,-0.2493,-0.0345,0.2148,787.6541,0.106542,-382.4884,-382.482,-382.48105,-382.519,24.561
11779,H,2.8361,72.05,-0.2447,-0.0207,0.224,886.1023,0.155638,-347.80807,-347.8012,-347.80026,-347.83923,26.895
11780,H,2.7697,64.7,-0.2518,-0.0351,0.2167,834.2841,0.130853,-383.72342,-383.71658,-383.71564,-383.757,25.686
11781,H,1.6182,64.95,-0.2507,-0.0324,0.2182,842.9682,0.131329,-383.72208,-383.71542,-383.71448,-383.75317,25.511
11782,H,2.6241,64.37,-0.2563,-0.0382,0.218,840.8916,0.130998,-383.727,-383.72018,-383.71924,-383.7583,25.831
11783,H,0.2034,78.92,-0.221,0.0179,0.2389,934.8532,0.178251,-311.84244,-311.83508,-311.83414,-311.87378,29.648
11784,H,1.6035,71.29,-0.2316,0.0033,0.235,878.082,0.153937,-347.76266,-347.7555,-347.75455,-347.7939,28.402
11785,H,1.0292,71.92,-0.2273,0.0133,0.2406,862.4095,0.154402,-347.75882,-347.75177,-347.75082,-347.78986,28.048
11786,H,1.4277,72.09,-0.2203,0.0204,0.2407,881.2434,0.154842,-347.76248,-347.75537,-347.75443,-347.7937,28.306
11787,H,2.145,63.95,-0.2394,-0.0021,0.2373,822.3182,0.130895,-383.68396,-383.67715,-383.6762,-383.7149,26.808
11788,H,0.1028,81.24,-0.2828,0.0838,0.3666,991.3202,0.202725,-313.0732,-313.06558,-313.06467,-313.1048,30.752
11789,H,1.414,74.44,-0.2334,0.0868,0.3202,927.8238,0.178385,-348.99393,-348.9865,-348.98557,-349.0254,29.434
11790,H,1.8083,73.93,-0.2343,0.0783,0.3125,946.0883,0.178518,-348.98923,-348.98184,-348.9809,-349.02072,29.361
11791,H,1.4991,73.95,-0.2396,0.0844,0.3241,933.9141,0.178365,-348.99774,-348.99023,-348.9893,-349.0294,29.609
11792,H,1.0691,74.29,-0.2409,0.0871,0.3281,917.7532,0.178923,-348.98972,-348.98236,-348.9814,-349.02112,29.162
11793,H,1.4736,67.06,-0.24,0.0768,0.3168,873.2853,0.154611,-384.9036,-384.89645,-384.8955,-384.93497,27.813
11794,H,1.3254,74.43,-0.2615,0.0744,0.3359,934.6356,0.179251,-348.99387,-348.98648,-348.98553,-349.02533,29.479
11795,H,2.3977,67.14,-0.2462,0.0811,0.3272,870.2312,0.155528,-384.91583,-384.90887,-384.90793,-384.9468,27.727
11796,H,2.8714,67.18,-0.2332,0.0664,0.2996,889.4046,0.155051,-384.90958,-384.90237,-384.90143,-384.94092,28.075
11797,H,2.1034,66.6,-0.2493,0.072,0.3213,874.3996,0.155356,-384.91956,-384.91248,-384.91153,-384.95078,28.0
11798,H,2.607,70.2,-0.2485,0.0286,0.2771,930.0859,0.141621,-363.851,-363.84332,-363.84238,-363.88287,29.171
11799,H,2.6707,72.32,-0.2372,-0.0183,0.219,962.882,0.152303,-347.80234,-347.79428,-347.79333,-347.83496,30.292
11800,H,2.4809,68.72,-0.2382,-0.0236,0.2146,940.8477,0.141082,-363.84338,-363.8355,-363.83456,-363.87576,29.386
11801,H,1.8996,65.02,-0.2431,-0.0283,0.2149,925.673,0.128241,-383.72614,-383.71835,-383.7174,-383.75842,28.699
11802,H,3.6133,69.55,-0.2387,0.0364,0.2751,938.6416,0.141408,-363.87198,-363.86398,-363.86304,-363.9043,29.86
11803,H,4.0475,65.02,-0.2706,0.0107,0.2813,910.7197,0.12965,-383.75522,-383.74768,-383.74673,-383.787,28.116
11804,H,3.6543,70.55,-0.2285,0.0386,0.2671,934.6773,0.141605,-363.8697,-363.86176,-363.8608,-363.90207,29.214
11805,H,1.5016,66.83,-0.2477,0.0206,0.2683,904.7923,0.131019,-379.8946,-379.88705,-379.8861,-379.9263,28.643
11806,H,4.8103,61.74,-0.2538,0.0022,0.256,890.6196,0.118789,-399.79575,-399.78836,-399.7874,-399.8273,27.755
11807,H,1.4102,63.26,-0.2574,0.0138,0.2712,882.298,0.117741,-399.77094,-399.76328,-399.76233,-399.8031,28.067
11808,H,2.4176,65.6,-0.2441,-0.0291,0.215,901.1735,0.128984,-383.72455,-383.71674,-383.7158,-383.75684,28.972
11809,H,1.3829,61.96,-0.2414,-0.0359,0.2054,882.5876,0.117751,-399.76508,-399.75745,-399.7565,-399.79718,28.068
11810,H,1.6452,58.04,-0.2493,-0.0427,0.2066,870.1934,0.104608,-419.6459,-419.63824,-419.6373,-419.67822,27.522
11811,H,2.6139,62.53,-0.245,0.0206,0.2656,889.4345,0.117725,-399.79178,-399.78397,-399.78302,-399.8241,28.618
11812,H,3.2386,58.2,-0.2632,-0.0035,0.2597,864.7367,0.105874,-419.67313,-419.66577,-419.66483,-419.70486,26.973
11813,H,2.7552,73.81,-0.2321,-0.0165,0.2156,978.6508,0.152951,-347.80826,-347.80017,-347.79922,-347.84097,30.006
11814,H,4.0328,70.26,-0.2319,-0.0261,0.2058,965.7311,0.141584,-363.8439,-363.83597,-363.83502,-363.8764,29.139
11815,H,3.3217,66.38,-0.2414,-0.038,0.2034,948.3989,0.12884,-383.7253,-383.7175,-383.71655,-383.75766,28.385
11816,H,2.4812,70.48,-0.2307,-0.022,0.2087,949.8577,0.141365,-363.84668,-363.83878,-363.83783,-363.87906,29.466
11817,H,1.2366,66.98,-0.246,-0.0286,0.2174,921.5157,0.128517,-383.72827,-383.72046,-383.7195,-383.76044,28.675
11818,H,3.5172,71.84,-0.2392,0.0361,0.2752,965.3259,0.142211,-363.8719,-363.86386,-363.8629,-363.9045,28.829
11819,H,4.8554,68.17,-0.2394,0.025,0.2643,946.9506,0.130842,-379.90765,-379.8998,-379.89886,-379.9401,27.956
11820,H,4.0634,64.37,-0.2484,0.0121,0.2605,928.301,0.118176,-399.78986,-399.78214,-399.7812,-399.82214,27.178
11821,H,2.0991,66.49,-0.2341,-0.0291,0.205,932.6174,0.129157,-383.72827,-383.72028,-383.71933,-383.76105,28.895
11822,H,3.1487,62.9,-0.2402,-0.0391,0.2012,915.2092,0.117772,-399.76385,-399.75607,-399.75513,-399.79645,28.015
11823,H,2.6887,59.08,-0.2503,-0.051,0.1993,896.4824,0.104982,-419.64462,-419.63693,-419.636,-419.67712,27.267
11824,H,1.3013,75.11,-0.248,0.0723,0.3203,1002.9107,0.176327,-348.979,-348.97055,-348.9696,-349.01154,32.507
11825,H,1.0771,71.48,-0.237,0.0691,0.306,937.0555,0.165091,-365.02142,-365.01318,-365.01224,-365.05386,31.521
11826,H,1.9972,67.75,-0.2549,0.0647,0.3196,920.7716,0.152375,-384.90543,-384.89728,-384.89633,-384.93777,30.78
11827,H,0.2142,81.86,-0.2582,0.0851,0.3433,1011.1915,0.200075,-313.05356,-313.04498,-313.04407,-313.08615,33.55
11828,H,1.4267,74.75,-0.2485,0.0711,0.3195,960.7348,0.176725,-348.98206,-348.97375,-348.9728,-349.01447,32.231
11829,H,2.3533,72.12,-0.2383,0.0642,0.3025,985.1576,0.165243,-365.01926,-365.01102,-365.01007,-365.05157,31.422
11830,H,1.82,74.88,-0.2547,0.0736,0.3284,1012.0067,0.175959,-348.98065,-348.97223,-348.97128,-349.01324,32.034
11831,H,1.9839,67.57,-0.2548,0.066,0.3209,892.2163,0.15296,-384.90808,-384.90015,-384.8992,-384.94006,30.311
11832,H,2.3809,72.05,-0.2081,0.0779,0.286,982.0635,0.163972,-365.012,-365.00366,-365.00272,-365.04446,31.17
11833,H,1.6365,75.04,-0.2214,0.0848,0.3061,988.6198,0.175625,-348.98108,-348.97256,-348.97162,-349.01425,32.314
11834,H,0.434,68.01,-0.2314,0.0644,0.2958,932.8057,0.15231,-384.90735,-384.89914,-384.8982,-384.9401,30.956
11835,H,2.1145,67.62,-0.2488,0.0642,0.3131,895.8581,0.15343,-384.90765,-384.89978,-384.89883,-384.93958,30.578
11836,H,2.8049,64.05,-0.252,0.0701,0.3221,861.2866,0.142738,-400.95428,-400.9469,-400.94595,-400.98593,28.854
11837,H,2.7985,60.46,-0.2582,0.0527,0.3109,846.641,0.129628,-420.834,-420.82654,-420.8256,-420.8658,28.504
11838,H,0.7388,79.37,-0.2521,0.0514,0.3035,1129.3792,0.15304,-310.61044,-310.6026,-310.60165,-310.64264,30.408
11839,H,1.6797,71.66,-0.2337,0.0224,0.2561,1027.0961,0.128797,-346.5305,-346.52286,-346.5219,-346.56274,28.891
11840,H,1.6649,71.79,-0.2576,0.0472,0.3048,1083.5623,0.129113,-346.53635,-346.5288,-346.52786,-346.56827,28.717
11841,H,4.2439,73.84,-0.2848,0.0306,0.3154,1099.5175,0.142931,-326.7191,-326.7116,-326.71066,-326.75113,28.221
11842,H,3.1343,69.46,-0.2366,0.0154,0.252,975.755,0.131346,-342.75638,-342.74902,-342.74808,-342.78836,27.649
11843,H,4.2753,66.17,-0.255,0.0007,0.2557,990.9833,0.11852,-362.63596,-362.62872,-362.62778,-362.66803,26.821
11844,H,4.2401,70.29,-0.2581,0.0285,0.2865,1073.9572,0.13172,-342.76093,-342.75366,-342.75272,-342.79276,27.298
11845,H,4.2338,66.42,-0.2799,0.0258,0.3058,1054.3007,0.11896,-362.64392,-362.63678,-362.63583,-362.67566,26.55
11846,H,2.8936,73.92,-0.2447,-0.0218,0.2229,1166.6465,0.153075,-347.78824,-347.78043,-347.77948,-347.82098,29.153
11847,H,2.8661,66.03,-0.2388,-0.0347,0.2041,1064.857,0.128561,-383.70984,-383.70218,-383.70123,-383.74277,27.884
11848,H,2.5992,70.53,-0.2501,-0.0248,0.2253,1140.8196,0.141824,-363.8309,-363.82324,-363.8223,-363.86346,28.255
11849,H,2.0578,66.74,-0.2542,-0.0277,0.2265,1121.4801,0.129096,-383.71457,-383.70706,-383.70612,-383.747,27.499
11850,H,4.2784,71.71,-0.2392,0.026,0.2653,1100.4521,0.142278,-363.85443,-363.84665,-363.8457,-363.88824,27.934
11851,H,3.3553,68.05,-0.2441,0.0208,0.2649,1072.7722,0.131036,-379.89563,-379.88803,-379.8871,-379.92877,27.035
11852,H,3.598,64.18,-0.2492,0.0157,0.2649,1051.4965,0.118253,-399.7777,-399.77026,-399.76932,-399.81033,26.308
11853,H,2.1516,72.69,-0.2384,0.0323,0.2707,1085.1608,0.141144,-363.8421,-363.83414,-363.8332,-363.87476,29.138
11854,H,0.2114,83.22,-0.2594,0.0888,0.3482,1280.5524,0.200133,-313.05322,-313.0446,-313.04364,-313.08655,33.015
11855,H,1.4924,75.99,-0.2228,0.0835,0.3063,1157.9504,0.176172,-348.9803,-348.97192,-348.97098,-349.01343,31.52
11856,H,1.9242,75.74,-0.2565,0.0776,0.3341,1235.1454,0.17625,-348.98,-348.97168,-348.97073,-349.013,31.337
11857,H,2.2823,73.3,-0.2151,0.082,0.2971,1178.0966,0.164348,-365.01215,-365.00397,-365.00302,-365.04495,30.369
11858,H,1.0278,76.57,-0.243,0.0838,0.3267,1198.3739,0.176326,-348.96918,-348.96085,-348.9599,-349.00214,31.336
11859,H,2.4844,72.91,-0.24,0.0775,0.3175,1172.0767,0.165126,-365.01147,-365.00333,-365.00238,-365.04428,30.416
11860,H,2.4399,69.07,-0.2526,0.0702,0.3228,1152.3766,0.152323,-384.8951,-384.88705,-384.8861,-384.92783,29.699
11861,H,1.3341,76.08,-0.2594,0.0772,0.3365,1217.6943,0.176781,-348.97345,-348.96506,-348.9641,-349.00668,31.687
11862,H,2.4312,68.4,-0.2325,0.069,0.3015,1069.5403,0.15334,-384.90216,-384.8943,-384.89334,-384.93484,29.757
11863,H,1.3044,72.48,-0.2374,0.0744,0.3117,1190.4532,0.16567,-365.01642,-365.0082,-365.00726,-365.04935,30.733
11864,H,1.9276,68.68,-0.2572,0.0732,0.3304,1171.8973,0.152854,-384.9003,-384.8922,-384.89127,-384.93317,30.024
11865,H,4.1701,72.65,-0.2283,-0.0326,0.1958,879.782,0.119913,-362.66977,-362.6632,-362.66226,-362.70032,25.787
11866,H,3.8465,73.52,-0.2342,-0.0424,0.1918,938.2426,0.131287,-346.6304,-346.62357,-346.62262,-346.66156,26.635
11867,H,2.7207,69.29,-0.2417,-0.0503,0.1914,913.8993,0.120062,-362.66962,-362.66293,-362.662,-362.70062,25.709
11868,H,2.9461,65.58,-0.2466,-0.0585,0.1881,895.4116,0.107226,-382.55212,-382.54553,-382.5446,-382.58304,24.987
11869,H,4.5764,70.16,-0.2322,-0.0272,0.2051,895.4435,0.119792,-362.6958,-362.68884,-362.6879,-362.72733,26.548
11870,H,4.8637,66.48,-0.2569,-0.0439,0.213,859.2913,0.107823,-382.5757,-382.56934,-382.5684,-382.60617,24.747
11871,H,3.1789,69.71,-0.2543,0.0316,0.2858,938.1699,0.143801,-363.87164,-363.8646,-363.86365,-363.90295,27.208
11872,H,2.8289,66.14,-0.2532,0.0266,0.2798,914.5893,0.13248,-379.91263,-379.90573,-379.9048,-379.94394,26.348
11873,H,3.4517,62.58,-0.2592,0.0226,0.2818,898.9659,0.119464,-399.79507,-399.78824,-399.7873,-399.82642,25.724
11874,H,3.0638,70.1,-0.2442,0.0306,0.2748,922.598,0.143436,-363.87494,-363.86792,-363.86697,-363.9062,27.445
11875,H,4.2081,63.06,-0.2493,0.0549,0.3042,878.7092,0.11971,-399.8029,-399.7961,-399.79517,-399.83408,25.659
11876,H,3.7689,68.55,-0.2369,0.0374,0.2743,948.1923,0.144044,-363.8982,-363.89105,-363.8901,-363.9297,27.576
11877,H,4.3927,64.52,-0.2623,0.0152,0.2774,921.8894,0.131634,-383.77417,-383.7673,-383.76636,-383.80542,26.256
11878,H,3.0892,65.04,-0.2424,0.0332,0.2757,924.2336,0.132709,-379.93985,-379.9328,-379.9319,-379.97134,26.738
11879,H,4.2727,61.01,-0.265,0.01,0.275,899.5279,0.120303,-399.81482,-399.80807,-399.80713,-399.84604,25.399
11880,H,3.9449,61.48,-0.2452,0.0299,0.2751,907.4766,0.119742,-399.8227,-399.81573,-399.8148,-399.85422,26.097
11881,H,4.4925,57.47,-0.2696,0.0061,0.2757,882.3741,0.107294,-419.69733,-419.69064,-419.6897,-419.72858,24.777
