Molecule,=O,O,C,N,-O,=N,=N-O,-tBu,-C(=O)H,-C(=O)CH3,-C(=O)N,-N,-C#CH,-C#N,#N,-OEt,-OMe,-cPropyl,-X,F,-CF3,=NCH3,-NC(=O)CH3,-C(=O)O,-C(=O)OMe,mu,alpha,homo,lumo,gap,r2,zpve,U0,U,H,G,Cv
CCCC1C(C)C1C,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0594,85.77,-0.2559,0.0803,0.3362,1368.1316,0.22227,-314.270934,-314.260681,-314.259737,-314.306142,37.283
CCCC1C(C)C1O,0.0,1.0,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.304,78.71,-0.2433,0.0605,0.3038,1309.8811,0.198709,-350.195553,-350.18561,-350.184666,-350.230545,35.939
CCCC1C(C)N1C,0.0,0.0,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3558,82.48,-0.2097,0.0776,0.2873,1331.3844,0.210321,-330.303491,-330.293353,-330.292409,-330.338718,36.446
CCCC1C(O)C1O,0.0,2.0,6,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4129,71.13,-0.2332,0.045,0.2782,1234.0633,0.175482,-386.119219,-386.109839,-386.108894,-386.153508,34.272
CCCN1C(C)C1C,0.0,0.0,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2245,82.8,-0.2103,0.0788,0.2891,1308.9438,0.210123,-330.306524,-330.296372,-330.295428,-330.341741,36.57
CCOC1C(C)C1C,0.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9259,79.23,-0.2321,0.0806,0.3127,1214.5068,0.198236,-350.191333,-350.181404,-350.18046,-350.226122,35.628
CCOC1C(C)C1O,0.0,2.0,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8956,72.05,-0.2258,0.0682,0.2941,1161.4326,0.174855,-386.113758,-386.104184,-386.10324,-386.148511,34.067
CCOC1C(O)C1O,0.0,3.0,5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6028,64.41,-0.2288,0.0604,0.2891,1062.2537,0.152046,-422.038155,-422.029364,-422.02842,-422.071779,32.028
COCC1C(C)C1C,0.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,79.43,-0.2469,0.0801,0.327,1252.7941,0.198524,-350.183655,-350.173663,-350.172718,-350.218775,35.454
COCC1C(C)C1O,0.0,2.0,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7685,72.44,-0.2433,0.0706,0.3139,1227.0524,0.174967,-386.107272,-386.097618,-386.096674,-386.142068,34.094
COCC1C(C)N1C,0.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2473,76.29,-0.2142,0.0768,0.2909,1215.1661,0.186532,-366.215538,-366.205676,-366.204732,-366.250487,34.643
COCC1C(O)C1O,0.0,3.0,5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3748,65.16,-0.2341,0.0505,0.2846,1174.8336,0.151811,-422.029071,-422.019987,-422.019042,-422.063317,32.318
OCCC1C(O)C1O,0.0,3.0,5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0643,63.71,-0.2394,0.0538,0.2932,1173.192,0.152293,-422.040679,-422.031543,-422.030599,-422.074944,32.946
CC(=N)N1CCC1=O,1.0,1.0,5,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2045,68.99,-0.2552,-0.0174,0.2379,951.9035,0.130628,-379.959143,-379.951191,-379.950246,-379.991848,28.4
CC(=O)C1CNC1=O,2.0,2.0,5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5927,62.82,-0.25,-0.0224,0.2277,915.9179,0.117809,-399.843005,-399.834959,-399.834015,-399.875995,28.257
CC(=O)C1COC1=N,1.0,2.0,5,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9765,62.9,-0.258,-0.0273,0.2307,919.6265,0.117767,-399.817439,-399.809606,-399.808662,-399.850237,27.737
CC(=O)C1COC1=O,2.0,3.0,5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1469,58.3,-0.2661,-0.0375,0.2286,902.9264,0.105766,-419.721632,-419.713951,-419.713007,-419.754372,26.695
CC(=O)C1OCC1=O,2.0,3.0,5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9295,59.7,-0.2528,-0.0528,0.2,900.7671,0.10398,-419.684596,-419.676622,-419.675678,-419.717746,27.464
CC(=O)N1CCC1=N,1.0,1.0,5,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4306,69.11,-0.2491,-0.0143,0.2348,951.6048,0.130379,-379.958123,-379.95004,-379.949096,-379.991095,28.607
CC(=O)N1CCC1=O,2.0,2.0,5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0093,64.06,-0.2586,-0.0298,0.2288,933.8659,0.118015,-399.861527,-399.853499,-399.852554,-399.894823,27.702
NC(=N)N1CCC1=O,1.0,1.0,4,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5572,65.4,-0.2354,-0.0047,0.2306,913.7218,0.12033,-396.02195,-396.014377,-396.013433,-396.053913,27.959
NC(=O)C1CCC1=O,2.0,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7488,62.48,-0.2464,-0.0371,0.2093,919.2016,0.11848,-399.846588,-399.838893,-399.837948,-399.879192,28.161
NC(=O)C1CNC1=O,2.0,2.0,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7759,58.54,-0.2499,0.0095,0.2594,883.169,0.108207,-415.916086,-415.908553,-415.907609,-415.948384,27.25
NC(=O)C1COC1=N,1.0,2.0,4,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3345,58.96,-0.256,0.0042,0.2602,888.401,0.108148,-415.891675,-415.884326,-415.883382,-415.923809,26.797
NC(=O)C1COC1=O,2.0,3.0,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.504,54.21,-0.2652,-0.0112,0.2539,869.4807,0.096038,-435.794595,-435.78735,-435.786406,-435.826747,25.865
NC(=O)C1NCC1=O,2.0,2.0,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5921,59.19,-0.2395,-0.0421,0.1974,905.2494,0.106988,-415.878246,-415.870655,-415.869711,-415.91061,27.569
NC(=O)C1OCC1=O,2.0,3.0,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5941,55.73,-0.254,-0.0509,0.2031,871.0273,0.094136,-435.75509,-435.747549,-435.746605,-435.787629,26.732
NC(=O)N1CCC1=N,1.0,1.0,4,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4876,64.93,-0.2506,-0.0041,0.2466,925.854,0.120231,-396.018333,-396.010681,-396.009737,-396.050673,27.88
NC(=O)N1CCC1=O,2.0,2.0,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6357,59.98,-0.2629,-0.0131,0.2498,897.059,0.107847,-415.930716,-415.922996,-415.922051,-415.963409,27.173
[O-]C(=O)C1CNC1=[NH2+],1.0,2.0,4,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1953,59.04,-0.1935,0.0466,0.2401,1004.4209,0.105272,-415.883555,-415.874435,-415.873491,-415.919851,29.582
CC(C)C1CCC1=O,1.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5805,75.68,-0.2366,-0.0175,0.2191,1092.0589,0.175457,-349.025714,-349.016848,-349.015904,-349.0592,32.783
CC(C)C1CNC1=O,1.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4605,72.23,-0.2445,0.0362,0.2807,1054.8408,0.164996,-365.095793,-365.087037,-365.086093,-365.129074,31.96
CC(C)C1COC1=N,0.0,1.0,6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4242,72.58,-0.2616,0.028,0.2896,1058.2021,0.165054,-365.07177,-365.063243,-365.062299,-365.104781,31.425
CC(C)C1COC1=O,1.0,2.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9538,67.56,-0.2703,0.0103,0.2806,1038.9679,0.153056,-384.976592,-384.968209,-384.967264,-385.009564,30.397
CC(C)C1NCC1=O,1.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4038,72.44,-0.2418,-0.0245,0.2172,1061.8015,0.164264,-365.064134,-365.055448,-365.054504,-365.097339,31.985
CC(C)C1OCC1=O,1.0,2.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9827,68.78,-0.2556,-0.0319,0.2237,1033.0148,0.151583,-384.944551,-384.935956,-384.935012,-384.977755,31.085
CC(C)N1CCC1=O,1.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.504,72.93,-0.2373,0.038,0.2753,1007.2652,0.164926,-365.095266,-365.086482,-365.085538,-365.12968,31.523
CC(O)C1CCC1=O,1.0,2.0,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2439,67.96,-0.244,-0.024,0.22,960.7369,0.152436,-384.952759,-384.944361,-384.943417,-384.985718,31.171
CC(O)C1CNC1=O,1.0,2.0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4789,64.52,-0.2509,0.0262,0.2771,919.759,0.142106,-401.023092,-401.014861,-401.013917,-401.055796,30.257
CC(O)C1COC1=N,0.0,2.0,5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6882,64.99,-0.2675,0.0206,0.2881,926.0506,0.141994,-400.99931,-400.991215,-400.99027,-401.031936,29.843
CC(O)C1COC1=O,1.0,3.0,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2256,60.08,-0.2754,0.0042,0.2796,906.1221,0.129938,-420.90327,-420.895312,-420.894368,-420.935805,28.872
CC(O)C1NCC1=O,1.0,2.0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6625,64.59,-0.2402,-0.0306,0.2097,940.7194,0.140636,-400.987335,-400.9789,-400.977956,-401.020532,30.697
CC(O)C1OCC1=O,1.0,3.0,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5308,61.01,-0.2577,-0.0391,0.2186,937.6239,0.128295,-420.868197,-420.859976,-420.859032,-420.901221,29.599
CN(C)C1CNC1=O,1.0,1.0,5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8654,68.79,-0.204,0.0319,0.2358,956.6012,0.15364,-381.122159,-381.113555,-381.112611,-381.155354,30.932
CN(C)C1COC1=N,0.0,1.0,5,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8104,69.08,-0.217,0.0223,0.2394,959.5129,0.15367,-381.098293,-381.089897,-381.088953,-381.131294,30.405
CN(C)C1COC1=O,1.0,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4165,64.24,-0.2214,0.005,0.2264,943.3889,0.141648,-401.002689,-400.994436,-400.993492,-401.035632,29.406
CC(C)C1CCC1C,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062,84.91,-0.2777,0.0785,0.3562,1165.303,0.222938,-314.27398,-314.264494,-314.263549,-314.307511,36.225
CC(C)C1CCC1O,0.0,1.0,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3809,78.22,-0.2543,0.0718,0.3261,1106.3264,0.199288,-350.200411,-350.191102,-350.190158,-350.233973,35.041
CC(C)C1COC1C,0.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7994,77.55,-0.2394,0.074,0.3134,1124.1048,0.199071,-350.197491,-350.188124,-350.18718,-350.231473,34.554
CC(C)C1OCC1C,0.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6707,78.04,-0.2395,0.0785,0.318,1107.7361,0.199096,-350.198553,-350.189172,-350.188228,-350.232458,34.547
CC(C)C1OCC1O,0.0,2.0,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4233,71.24,-0.2438,0.0595,0.3033,1043.4864,0.175412,-386.123505,-386.1143,-386.113356,-386.157407,33.414
CC(O)C1CCC1C,0.0,1.0,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4101,77.81,-0.2543,0.07,0.3243,1112.4107,0.199509,-350.200489,-350.191227,-350.190282,-350.23397,34.998
CC(O)C1CCC1O,0.0,2.0,6,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2083,71.19,-0.2484,0.0688,0.3172,1063.6943,0.175715,-386.12433,-386.115247,-386.114303,-386.157737,33.888
CC(O)C1COC1C,0.0,2.0,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,70.68,-0.241,0.0652,0.3061,1064.0558,0.175479,-386.124,-386.114827,-386.113883,-386.158104,33.366
CC(O)C1OCC1C,0.0,2.0,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0964,70.82,-0.2399,0.0669,0.3068,1052.6786,0.175652,-386.124309,-386.115159,-386.114215,-386.158294,33.314
CC(O)C1OCC1O,0.0,3.0,5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5128,63.85,-0.2398,0.0453,0.285,983.1794,0.152502,-422.051464,-422.042785,-422.041841,-422.084657,31.706
CC(=O)C1CCC1O,1.0,2.0,6,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3254,67.97,-0.2475,-0.0247,0.2228,956.7142,0.153033,-384.953104,-384.944861,-384.943917,-384.986052,30.508
CC(=O)C1NCC1O,1.0,2.0,5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0497,64.76,-0.2319,-0.0117,0.2203,943.3952,0.140854,-400.985589,-400.977092,-400.976148,-401.019408,30.353
CC(=O)C1OCC1O,1.0,3.0,5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2103,60.82,-0.2452,-0.0394,0.2059,912.3143,0.129018,-420.868842,-420.86079,-420.859846,-420.901893,28.856
CC1CCC1C(C)=O,1.0,1.0,7,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5998,75.04,-0.2379,-0.0108,0.2271,1020.2333,0.175666,-349.022477,-349.013485,-349.012541,-349.056533,32.566
CC1CCC1C(N)=O,1.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4196,71.43,-0.2411,0.0289,0.2701,983.3138,0.165339,-365.094499,-365.085535,-365.084591,-365.128666,32.272
CC1CCN1C(C)=O,1.0,1.0,6,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6559,73.3,-0.232,0.0326,0.2645,1034.0993,0.16443,-365.092339,-365.083314,-365.08237,-365.126536,31.691
CC1CCN1C(N)=O,1.0,1.0,5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5004,69.3,-0.2334,0.0548,0.2882,999.1352,0.154542,-381.155192,-381.146768,-381.145824,-381.188138,30.925
CC1C[NH2+]C1C([O-])=O,1.0,2.0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0543,63.63,-0.2465,0.0156,0.2621,914.1425,0.143321,-401.01931,-401.011556,-401.010612,-401.051735,28.513
CC1COC1C(C)=O,1.0,2.0,6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5664,67.67,-0.2344,-0.0197,0.2147,956.205,0.151701,-384.939611,-384.930808,-384.929863,-384.973721,30.888
CC1COC1C(N)=O,1.0,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6686,63.71,-0.2349,0.0274,0.2624,913.2487,0.142037,-401.019483,-401.011134,-401.01019,-401.052783,30.15
CC1[NH2+]CC1C([O-])=O,1.0,2.0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.4656,64.35,-0.2553,0.0175,0.2728,892.0431,0.143549,-401.016892,-401.009349,-401.008405,-401.048682,28.369
CC1OCC1C(C)=O,1.0,2.0,6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2615,67.88,-0.2469,-0.0225,0.2244,969.5336,0.151817,-384.944754,-384.935994,-384.93505,-384.978951,30.832
CC1OCC1C(N)=O,1.0,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4321,64.35,-0.244,0.0172,0.2612,933.4401,0.141588,-401.017118,-401.008449,-401.007505,-401.051102,30.508
CN1CCC1C(C)=O,1.0,1.0,6,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7354,72.48,-0.2172,-0.0096,0.2076,1035.305,0.163701,-365.05803,-365.049183,-365.048239,-365.092229,31.687
CN1CCC1C(N)=O,1.0,1.0,5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5624,68.99,-0.2238,0.0333,0.2571,994.7132,0.154172,-381.134961,-381.126504,-381.12556,-381.168063,30.906
C[NH+]1CCC1C([O-])=O,1.0,2.0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0314,64.97,-0.2446,0.0136,0.2582,964.818,0.142662,-401.014906,-401.007056,-401.006112,-401.047391,28.534
NC(=O)C1CCC1O,1.0,2.0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3087,64.51,-0.2467,0.0165,0.2632,913.1712,0.14286,-401.026133,-401.018039,-401.017095,-401.059013,30.066
NC(=O)C1NCC1O,1.0,2.0,4,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6611,61.15,-0.2297,0.0278,0.2575,927.7788,0.131915,-417.057765,-417.050032,-417.049088,-417.090083,28.968
NC(=O)C1OCC1O,1.0,3.0,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7577,57.67,-0.2353,0.0251,0.2604,884.4145,0.118462,-436.933805,-436.92585,-436.924906,-436.96682,28.676
[NH3+]C1CCC1C([O-])=O,1.0,2.0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.8298,63.95,-0.2496,0.0231,0.2727,921.8418,0.143589,-401.02319,-401.01548,-401.014535,-401.0557,28.773
NC1C[NH2+]C1C([O-])=O,1.0,2.0,4,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.3459,60.25,-0.2446,0.0118,0.2564,884.048,0.132535,-417.065068,-417.05745,-417.056506,-417.097471,28.007
[NH3+]C1COC1C([O-])=O,1.0,3.0,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.6065,57.13,-0.2476,0.0135,0.2612,885.2049,0.119503,-436.936199,-436.928681,-436.927737,-436.968667,27.244
